"","L","US","rep","dem","female","employed","nonhispanic_white","bachelors","above_median_income","zip"
"580",7,8,NA,NA,0,0,1,0,0,57350
"581",10,10,0,1,1,1,1,1,1,20011
"582",4,7,0,1,0,0,0,0,0,39564
"583",7,7,0,1,0,1,1,0,1,78681
"584",0,1,1,0,1,1,1,0,0,46239
"585",4,4,NA,NA,0,0,1,0,NA,74136
"586",5,5,0,1,1,0,0,0,0,75231
"587",10,10,0,0,1,1,1,0,1,36606
"588",8,8,0,0,1,1,1,1,0,13601
"589",2,2,0,0,0,1,1,1,1,63049
"590",6,4,0,1,1,1,0,0,0,84745
"591",0,0,1,0,0,1,1,1,1,80111
"592",9,9,0,1,0,1,1,0,0,4294
"593",9,10,0,1,1,1,0,1,1,20015
"594",5,5,NA,NA,1,1,1,0,0,63139
"595",2,3,1,0,0,1,1,1,1,2906
"596",4,4,1,0,1,1,1,0,0,2062
"597",3,4,1,0,1,0,1,0,1,92692
"598",8,9,0,1,1,1,1,0,1,48178
"599",10,10,0,1,1,0,1,0,1,57701
"600",8,9,1,0,0,1,1,1,1,55430
"601",9,5,0,1,0,1,1,0,1,98117
"602",9,9,0,1,1,1,1,0,0,8008
"603",5,6,0,0,1,1,1,0,1,12601
"604",10,10,0,1,1,1,1,0,1,98026
"605",10,10,0,1,1,1,0,1,0,90026
"606",7,7,0,0,0,0,1,0,0,80501
"607",1,2,NA,NA,1,0,1,0,1,53805
"608",8,8,0,1,1,1,1,1,1,14850
"609",0,2,0,0,1,1,1,0,1,49247
"610",9,9,0,1,0,1,1,1,1,23114
"611",7,6,0,1,1,0,1,1,0,20752
"612",0,0,1,0,0,1,1,0,0,30755
"613",10,10,0,1,0,1,1,0,0,23238
"614",8,8,0,1,1,1,1,1,1,53583
"615",8,8,0,1,0,0,1,0,0,74403
"616",0,0,0,0,0,1,1,1,1,46061
"617",7,7,0,1,0,1,1,0,0,44601
"618",6,7,0,1,1,0,1,0,0,61008
"619",9,9,0,1,1,0,1,0,0,47715
"620",0,0,1,0,0,1,1,0,0,35613
"621",0,0,1,0,0,1,0,1,1,90262
"622",0,0,0,0,1,1,1,1,1,75007
"623",8,9,0,1,1,0,0,0,0,14615
"624",10,10,0,1,0,1,1,1,0,11238
"625",8,9,0,1,1,1,1,0,0,97401
"626",9,9,0,0,0,1,1,0,0,2155
"627",2,2,1,0,0,1,1,1,1,8872
"628",6,6,0,1,0,1,1,1,1,61704
"629",5,6,0,0,1,1,1,0,0,31525
"630",1,2,1,0,1,1,1,1,0,30005
"631",9,9,0,1,1,1,1,1,1,70115
"632",9,9,0,1,0,1,1,1,0,72073
"633",4,5,0,1,0,1,1,1,0,8077
"634",0,2,1,0,1,0,1,1,1,41005
"635",2,3,0,1,0,1,1,1,0,87102
"636",1,1,0,0,0,0,0,1,0,33176
"637",7,7,0,1,1,1,1,1,0,21012
"638",3,7,0,1,0,1,1,1,1,89183
"639",0,5,1,0,0,0,1,1,1,15317
"640",10,10,0,1,1,1,1,1,0,33067
"641",0,0,1,0,0,1,1,0,0,57106
"642",10,10,0,0,1,1,1,0,0,44404
"643",3,2,1,0,1,1,1,0,0,43205
"644",6,7,1,0,0,1,1,1,1,88124
"645",10,10,0,1,1,1,1,1,0,14224
"646",3,3,1,0,1,1,1,1,1,25387
"647",2,2,0,1,1,1,1,1,1,21793
"648",9,9,NA,NA,1,0,0,1,0,11040
"649",7,7,0,1,1,1,0,1,1,90027
"650",2,3,0,0,1,1,1,1,1,23462
"651",0,0,1,0,1,1,1,1,NA,92024
"652",9,9,0,1,1,0,1,0,0,97420
"653",6,6,0,1,1,1,1,1,0,20121
"654",3,3,0,1,0,1,1,0,0,41240
"655",8,8,0,1,1,0,1,1,1,46825
"656",8,8,0,1,0,0,1,0,0,7866
"657",6,6,0,1,1,1,1,1,0,22903
"658",2,2,1,0,1,0,1,1,1,84106
"659",9,9,0,1,0,0,1,0,0,33406
"660",10,10,0,0,1,1,0,0,0,71270
"661",10,10,0,1,0,1,1,1,1,15066
"662",0,0,1,0,0,1,1,1,1,30062
"663",7,8,0,0,0,1,1,1,1,30076
"664",0,1,0,1,1,0,1,0,0,32465
"665",0,3,1,0,1,1,1,0,1,39466
"666",10,10,0,0,0,1,1,0,0,4289
"667",0,0,1,0,1,1,1,0,1,89508
"668",5,7,0,1,0,1,1,0,0,66219
"669",8,9,0,1,0,1,0,1,0,78413
"670",6,6,0,1,1,1,0,1,1,60459
"671",6,7,0,1,0,0,1,1,0,2804
"672",8,9,0,1,0,0,1,0,1,12508
"673",0,1,0,0,0,0,1,1,1,33603
"674",10,8,0,1,1,0,1,0,1,17702
"675",0,2,0,1,0,1,1,1,1,92056
"676",3,3,1,0,0,1,1,0,1,15425
"677",9,9,0,0,1,1,1,1,0,2338
"678",7,6,1,0,0,1,1,1,1,28540
"679",3,4,0,0,0,1,0,1,1,6101
"680",8,8,0,1,1,1,1,1,1,33702
"681",10,10,0,1,1,1,1,0,0,98057
"682",5,5,0,1,1,1,1,1,1,15650
"683",1,1,1,0,1,1,1,1,0,19808
"684",5,6,0,1,1,1,1,1,0,55104
"685",4,4,0,1,0,1,1,0,0,54017
"686",5,10,0,0,1,1,0,1,1,92101
"687",5,5,0,0,0,0,1,0,0,97423
"688",10,10,0,1,0,1,1,1,1,20008
"689",8,8,NA,NA,0,0,1,0,0,67218
"690",1,1,0,1,1,1,0,1,0,33023
"691",7,6,1,0,0,1,1,0,0,99502
"692",5,5,0,0,1,1,1,0,0,2885
"693",0,0,1,0,0,1,1,1,1,63601
"694",0,2,NA,NA,1,0,1,0,0,33811
"695",6,7,0,1,1,0,1,0,0,47274
"696",7,8,NA,NA,1,1,1,1,1,29651
"697",3,3,1,0,1,1,1,1,0,15239
"698",6,6,0,1,0,1,1,1,1,23666
"699",4,3,1,0,0,0,1,0,1,30306
"700",8,8,0,0,1,1,1,1,0,33312
"701",4,4,0,0,0,1,1,1,1,19040
"702",8,9,0,1,1,1,1,1,0,49242
"703",9,9,0,1,1,1,1,1,0,12518
"704",3,4,0,0,0,1,1,1,1,85750
"705",10,10,0,1,1,1,1,1,0,19125
"706",10,10,0,1,1,1,1,1,0,60609
"707",7,4,1,0,0,1,1,1,1,43229
"708",10,10,0,1,1,0,1,1,0,19040
"709",7,8,0,0,1,1,1,0,0,15120
"710",7,6,0,1,0,0,1,0,0,26003
"711",8,8,1,0,0,1,0,0,0,19082
"712",2,4,0,1,0,1,1,1,1,7869
"713",0,0,1,0,0,0,1,0,0,54891
"714",7,7,0,1,0,1,0,0,0,76014
"715",0,0,0,0,0,1,1,1,1,32806
"716",5,5,0,1,0,1,0,1,1,46205
"717",5,7,NA,NA,0,0,0,0,0,37601
"718",0,0,1,0,1,1,1,0,1,75052
"719",2,2,0,0,0,1,0,1,0,28210
"720",5,5,0,1,1,1,1,1,0,28203
"721",6,6,0,1,0,1,1,0,1,60477
"722",8,8,0,1,1,0,0,1,0,99216
"723",8,8,0,1,1,0,1,0,0,90240
"724",3,7,0,1,0,1,1,0,0,92252
"725",1,2,1,0,1,1,1,1,1,63755
"726",7,7,0,0,1,1,1,0,0,47917
"727",10,10,0,1,0,1,1,1,1,53703
"728",0,0,1,0,1,1,1,1,1,70058
"729",4,7,0,0,0,1,0,1,1,11234
"730",0,0,0,0,1,0,0,1,0,94555
"731",5,6,0,1,1,1,0,1,1,27401
"732",0,0,1,0,0,1,0,1,1,70785
"733",10,10,0,1,1,1,1,0,0,95355
"734",0,0,1,0,1,1,0,1,0,92111
"735",8,8,0,0,0,1,0,0,0,89512
"736",6,6,0,0,0,1,0,0,1,60177
"737",2,3,0,1,1,1,1,1,1,85233
"738",8,8,0,1,1,1,1,1,1,48104
"739",10,10,0,1,0,1,1,0,0,38122
"740",9,9,0,1,1,0,1,1,0,76544
"741",0,0,1,0,1,0,1,0,0,39560
"742",10,10,0,1,0,0,1,1,0,85715
"743",0,0,1,0,1,0,1,0,0,65807
"744",7,7,0,0,1,1,1,1,1,8742
"745",2,0,0,1,1,1,0,0,NA,44123
"746",8,10,0,0,1,1,1,1,1,75251
"747",4,6,0,1,0,1,0,1,0,10009
"748",5,5,0,0,0,0,1,0,0,34997
"749",5,5,0,0,1,1,1,1,1,55391
"750",1,1,1,0,1,1,1,0,1,15102
"751",1,2,1,0,1,0,1,0,0,91106
"752",8,9,0,1,1,1,1,1,0,29307
"753",9,9,1,0,1,1,1,1,1,2780
"754",10,8,0,1,0,0,1,0,0,63010
"755",10,10,0,1,0,1,1,1,1,99027
"756",8,9,0,0,1,0,1,1,0,98022
"757",9,9,0,1,0,1,1,1,0,77062
"758",4,4,0,1,1,1,0,0,0,23225
"759",0,0,1,0,0,1,1,0,0,64843
"760",0,0,0,0,0,0,1,1,1,82072
"761",5,5,1,0,0,1,1,1,1,2134
"762",1,2,1,0,1,0,1,1,1,77584
"763",3,4,1,0,0,1,1,1,0,61107
"764",0,0,0,0,0,0,1,0,0,78154
"765",2,5,NA,NA,1,1,1,1,1,27317
"766",7,7,0,1,1,1,1,0,0,92805
"767",2,3,1,0,0,1,1,1,1,89113
"768",7,7,0,0,0,0,1,0,0,97225
"769",6,6,1,0,0,1,1,0,1,55356
"770",6,6,1,0,1,0,1,0,NA,95125
"771",8,8,0,1,1,1,1,0,0,98372
"772",5,5,1,0,1,1,1,1,1,45840
"773",0,0,0,0,1,1,1,1,0,2171
"774",0,1,0,0,0,1,1,0,1,33428
"775",1,2,1,0,1,1,1,0,1,16001
"776",8,9,0,0,1,1,1,0,0,46320
"777",1,0,1,0,1,1,1,1,1,49242
"778",5,6,0,0,1,1,1,0,1,2189
"779",3,3,0,0,1,1,1,0,0,33020
"780",9,9,0,1,1,0,1,0,1,92255
"781",3,3,0,0,0,1,1,0,0,5403
"782",0,1,1,0,0,1,1,1,1,27265
"783",0,0,1,0,1,0,1,0,1,49405
"784",0,1,1,0,1,0,1,0,0,48021
"785",8,8,0,1,0,1,1,1,1,95351
"786",1,1,1,0,1,1,1,1,1,85641
"787",4,6,0,0,0,1,1,1,1,44420
"788",0,0,1,0,1,1,1,1,1,60435
"789",1,1,0,1,0,0,0,0,0,39194
"790",4,6,0,1,1,1,1,1,0,48312
"791",0,0,0,0,1,1,1,0,0,70764
"792",0,1,1,0,1,1,1,1,1,70802
"793",4,3,0,1,1,0,0,1,0,90025
"794",0,0,1,0,1,1,1,0,1,7860
"795",6,6,0,1,1,1,1,1,1,49423
"796",10,10,NA,NA,1,1,1,0,0,80010
"797",0,0,0,0,0,1,1,1,0,80260
"798",2,0,0,0,0,1,1,0,0,65807
"799",5,4,0,0,0,0,1,1,0,78750
"800",7,7,0,1,1,1,1,1,NA,95834
"801",3,3,0,0,0,1,1,0,1,15057
"802",5,6,0,1,0,1,1,0,1,64082
"803",0,0,NA,NA,0,1,1,0,1,64118
"804",4,4,1,0,1,0,1,1,1,75075
"805",7,9,0,0,0,0,1,1,0,31410
"806",6,9,0,0,0,1,0,1,1,95148
"807",7,6,0,1,1,1,1,1,1,2558
"808",7,7,0,0,0,1,1,0,1,88012
"809",0,0,0,1,1,1,1,1,1,30318
"810",10,10,0,1,1,0,1,0,0,93560
"811",2,2,0,0,1,1,1,1,1,35405
"812",1,8,0,1,0,1,1,0,0,60185
"813",2,3,0,1,0,1,0,1,0,73301
"814",10,10,0,1,1,1,1,1,1,15228
"815",4,6,0,0,0,1,1,1,1,98312
"816",5,5,NA,NA,1,1,0,0,0,27707
"817",0,1,1,0,1,0,1,1,0,93117
"818",10,10,0,1,0,1,0,1,1,33313
"819",7,7,0,1,1,1,1,1,1,28787
"820",0,0,1,0,1,0,1,0,1,14424
"821",10,10,0,0,1,1,1,0,0,61727
"822",5,5,0,1,1,1,1,0,1,91941
"823",6,7,0,1,1,1,1,0,0,25901
"824",8,8,0,1,0,1,1,1,1,48858
"825",10,10,0,1,1,0,1,0,1,21733
"826",5,5,1,0,1,1,1,1,0,30322
"827",7,5,0,0,0,0,1,0,0,51442
"828",2,4,0,0,0,1,1,0,0,77650
"829",9,9,0,0,0,0,0,1,1,11109
"830",3,5,0,1,1,1,1,1,0,32444
"831",9,9,1,0,1,1,1,0,1,29727
"832",9,9,0,1,1,1,1,0,0,74820
"833",6,8,0,1,0,1,0,0,0,22079
"834",7,7,0,1,0,1,1,1,1,19021
"835",1,2,1,0,1,1,1,0,0,32907
"836",7,8,0,1,0,0,1,0,0,95918
"837",10,10,0,1,0,0,1,1,0,17033
"838",5,6,0,1,0,1,0,1,0,60107
"839",6,6,0,0,1,1,1,1,0,43062
"840",7,7,0,0,0,1,1,1,1,90004
"841",9,9,0,1,1,0,1,1,0,49622
"842",7,6,0,1,1,0,1,1,0,45231
"843",9,9,0,1,0,1,1,0,0,68601
"844",1,1,0,1,0,1,1,0,0,13212
"845",8,10,0,0,0,1,0,0,0,75038
"846",2,2,1,0,1,0,1,0,1,80219
"847",7,7,0,1,1,1,1,1,0,71105
"848",7,7,0,1,0,1,1,0,0,7054
"849",8,8,0,1,0,1,1,0,0,95060
"850",7,7,0,0,1,1,1,0,0,94107
"851",0,0,NA,NA,0,1,0,0,0,75154
"852",8,8,0,0,1,1,1,0,0,5446
"853",8,8,0,1,1,1,0,1,1,28277
"854",2,3,1,0,0,1,1,1,0,30339
"855",9,9,0,1,0,1,1,1,0,25301
"856",5,5,0,1,1,1,0,0,0,77033
"857",4,5,0,1,0,1,0,1,1,78539
"858",9,9,0,0,1,1,1,0,0,18704
"859",5,5,0,0,1,1,1,1,1,11746
"860",0,2,1,0,0,1,1,1,1,27604
"861",9,9,1,0,0,0,1,0,0,92691
"862",2,2,0,0,0,1,1,0,1,32828
"863",3,3,NA,NA,1,1,0,1,1,33567
"864",6,6,0,0,1,1,1,1,1,14224
"865",8,8,0,1,0,1,1,1,0,15219
"866",0,0,0,0,1,1,1,0,0,87123
"867",1,0,1,0,1,1,1,0,0,41017
"868",8,6,1,0,1,1,0,1,1,10007
"869",0,1,0,0,1,1,1,0,0,47562
"870",10,10,0,1,1,1,0,1,0,11215
"871",8,8,1,0,0,1,0,0,0,34741
"872",4,6,1,0,1,1,1,0,1,83647
"873",6,6,0,1,0,1,1,1,1,27410
"874",8,8,0,1,0,1,0,1,0,60411
"875",0,0,NA,NA,1,1,0,1,1,74129
"876",0,0,1,0,0,1,1,1,0,29445
"877",3,3,0,0,1,1,1,0,0,64093
"878",2,2,0,0,0,0,1,0,0,6042
"879",5,5,0,1,1,1,1,0,0,27572
"880",2,3,1,0,1,1,1,0,1,53130
"881",8,7,0,1,1,1,1,0,0,48911
"882",9,9,0,1,1,1,0,1,1,93004
"883",2,3,0,0,0,1,1,1,1,91360
"884",8,8,0,0,0,1,1,0,0,60656
"885",2,10,0,1,1,1,0,1,1,39046
"886",10,10,0,1,1,1,1,0,0,6010
"887",7,7,0,0,1,1,1,1,0,20740
"888",0,0,1,0,1,1,1,1,1,27370
"889",5,7,0,1,1,1,1,0,1,37042
"890",7,7,0,0,0,1,1,0,0,32114
"891",8,8,0,1,0,1,1,1,0,50616
"892",8,8,0,1,1,1,1,1,1,63126
"893",7,6,0,1,0,0,0,0,0,42240
"894",10,10,0,1,1,1,1,0,1,21113
"895",8,7,0,1,1,0,1,0,0,49507
"896",2,2,0,0,1,0,1,0,0,27889
"897",3,2,0,1,0,1,1,1,1,32608
"898",3,3,0,1,1,1,1,0,1,85737
"899",10,10,0,1,0,1,1,1,0,52314
"900",10,9,0,1,1,1,1,1,0,92692
"901",7,7,0,1,0,1,1,1,1,28173
"902",1,1,0,0,0,1,1,1,0,47960
"903",7,9,0,0,1,1,0,1,0,97080
"904",7,7,0,0,1,0,1,1,0,13148
"905",8,9,0,1,1,0,1,1,1,6851
"906",5,6,1,0,1,0,1,0,0,37701
"907",2,2,0,1,0,1,1,1,1,55901
"908",8,10,0,0,0,1,0,1,0,97217
"909",8,8,0,1,0,1,1,1,1,11727
"910",7,7,0,1,1,0,0,1,0,98337
"911",7,7,0,1,0,0,1,0,0,50401
"912",8,8,0,0,1,1,0,1,1,92124
"913",0,1,0,0,1,1,0,0,1,75462
"914",0,0,1,0,0,1,1,0,1,74133
"915",6,7,0,0,0,1,0,1,1,23702
"916",7,7,0,1,1,1,1,1,0,60181
"917",5,8,0,1,0,1,1,1,1,33606
"918",5,7,0,1,0,0,1,0,0,45750
"919",2,2,0,1,1,1,1,0,0,55432
"920",2,2,0,0,1,1,1,1,0,46615
"921",10,10,NA,NA,0,1,1,1,0,6101
"922",7,8,0,1,1,0,1,0,0,63362
"923",1,1,1,0,0,1,1,1,1,60177
"924",10,10,0,1,1,1,1,0,0,60942
"925",6,6,0,1,1,1,1,0,1,60611
"926",0,0,0,1,0,1,0,1,1,11729
"927",2,2,0,0,0,1,1,0,0,44052
"928",8,8,0,1,1,1,1,1,1,2720
"929",3,5,0,0,0,1,1,0,1,71201
"930",9,9,0,1,1,1,0,1,0,90024
"931",0,0,0,0,0,1,0,0,0,11203
"932",0,1,1,0,0,0,1,0,0,60073
"933",1,2,0,0,0,1,1,0,0,32465
"934",0,1,0,0,0,0,1,1,1,76116
"935",0,0,0,0,0,1,1,0,1,78108
"936",0,0,1,0,1,1,1,0,0,14420
"937",1,4,0,0,0,1,1,0,0,98626
"938",10,10,0,1,0,1,1,0,0,72501
"939",8,10,0,0,0,1,1,1,1,96797
"940",3,5,0,1,0,1,1,1,1,43015
"941",10,10,0,0,1,1,1,0,1,94949
"942",10,10,0,1,1,1,1,1,1,93711
"943",8,8,0,1,0,1,1,0,0,95660
"944",7,7,0,1,1,1,0,0,0,79936
"945",10,10,0,1,1,1,0,1,0,91335
"946",9,9,0,1,1,1,1,0,0,83687
"947",0,1,1,0,1,1,1,0,0,60466
"948",6,6,0,1,0,1,1,1,0,56001
"949",10,10,0,1,1,0,0,1,0,94102
"950",10,9,0,1,0,0,1,0,0,55426
"951",10,10,0,1,1,0,1,1,0,27265
"952",9,9,0,0,0,1,1,1,1,2140
"953",4,2,0,1,1,1,0,0,0,91367
"954",8,10,0,0,0,0,1,0,0,18901
"955",1,1,NA,NA,0,1,1,1,0,32304
"956",8,8,0,1,0,1,1,1,1,7060
"957",4,5,0,1,1,1,1,1,1,45036
"958",3,4,1,0,1,1,1,1,1,64146
"959",2,3,1,0,1,1,1,1,0,77546
"960",8,8,0,0,0,1,1,0,0,28714
"961",10,10,0,1,1,1,1,0,0,79101
"962",10,10,0,0,1,1,1,0,1,70809
"963",6,7,1,0,0,1,0,1,1,60639
"964",4,4,0,0,1,0,1,0,0,33596
"965",7,7,0,0,0,0,1,1,0,97201
"966",10,10,0,1,1,0,0,0,0,90631
"967",5,5,NA,NA,1,1,1,1,1,19425
"968",9,9,0,1,1,1,0,1,1,75209
"969",7,7,NA,NA,0,0,1,0,1,30165
"970",7,7,0,0,1,1,1,1,0,49036
"971",7,7,0,1,0,1,1,0,0,46710
"972",2,3,1,0,1,0,1,0,1,28532
"973",2,1,0,0,0,1,1,0,0,23231
"974",4,5,1,0,1,1,1,1,1,53151
"975",10,10,0,0,0,1,1,0,1,21224
"976",6,5,1,0,0,1,0,0,0,91335
"977",0,0,1,0,0,1,0,0,1,60634
"978",8,10,0,1,0,1,1,1,1,16652
"979",10,10,0,1,1,1,1,1,0,37902
"980",4,4,0,0,1,1,0,1,0,603
"981",0,0,0,0,1,1,1,1,1,33569
"982",10,10,0,1,1,1,1,1,1,23225
"983",9,9,0,1,1,0,1,1,0,80229
"984",6,6,0,0,0,0,1,1,1,97123
"985",10,10,0,0,1,0,1,0,0,95490
"986",2,3,0,1,1,1,1,0,0,7502
"987",5,5,0,0,0,0,0,0,0,22079
"988",0,0,0,0,0,1,1,0,0,82834
"989",7,7,0,1,1,1,1,1,1,10034
"990",8,8,0,0,0,1,1,1,0,97470
"991",5,6,0,1,1,1,1,1,1,90068
"992",2,2,0,0,0,1,1,0,0,6074
"993",2,1,0,0,1,0,1,0,1,98409
"994",8,9,0,1,1,0,0,1,0,10475
"995",10,10,0,0,1,0,0,1,0,8401
"996",6,6,0,0,0,1,1,0,1,98208
"997",0,1,0,0,0,1,1,0,0,15122
"998",0,0,1,0,1,1,1,0,1,80634
"999",6,7,0,1,1,1,1,0,1,7823
"1000",4,4,0,0,1,1,1,0,1,85204
"1001",8,8,0,1,1,1,0,1,NA,11418
"1002",5,5,1,0,1,1,1,1,0,62095
"1003",10,10,0,1,1,0,1,1,1,17042
"1004",2,6,0,1,0,1,0,1,1,92840
"1005",1,3,0,0,0,1,1,0,0,29730
"1006",9,9,NA,NA,1,1,1,1,0,43212
"1007",8,8,0,1,1,1,1,1,1,33781
"1008",1,1,0,0,0,1,1,1,1,97080
"1009",9,9,0,0,0,1,1,1,1,29208
"1010",8,7,0,1,0,1,0,0,1,77042
"1011",1,2,0,0,1,1,1,0,1,66531
"1012",3,5,0,0,1,1,1,1,1,60102
"1013",4,4,0,0,0,1,1,0,0,93110
"1014",2,0,0,0,0,1,1,0,0,46217
"1015",0,0,1,0,0,1,1,1,0,60610
"1016",0,1,0,0,0,1,1,0,1,97138
"1017",2,1,1,0,0,1,1,0,1,37312
"1018",10,10,0,1,0,1,1,1,0,60090
"1019",5,5,0,0,1,0,0,1,0,93536
"1020",6,7,1,0,0,1,1,1,1,23454
"1021",5,5,0,1,1,0,1,1,0,19115
"1022",3,3,1,0,1,0,1,0,0,70810
"1023",1,2,1,0,1,1,1,1,0,97206
"1024",8,6,0,1,0,1,1,1,0,78641
"1025",2,7,0,0,0,1,1,1,1,30458
"1026",7,7,1,0,0,1,1,1,0,95695
"1027",7,8,0,1,1,0,0,1,0,32571
"1028",6,6,0,0,0,1,1,1,1,2171
"1029",8,7,0,1,1,1,1,0,0,4843
"1030",7,4,0,1,0,1,0,1,1,60628
"1031",5,5,0,1,1,1,0,0,0,30038
"1032",7,7,0,1,1,1,0,1,1,6103
"1033",7,7,0,0,1,0,0,1,0,0
"1034",8,10,0,1,1,1,1,1,1,13411
"1035",9,9,0,1,0,1,1,1,1,78641
"1036",2,2,1,0,0,1,1,1,1,32577
"1037",5,5,0,0,1,1,0,0,0,48224
"1038",9,9,0,1,0,1,1,1,1,2143
"1039",0,0,1,0,1,1,1,0,0,19801
"1040",8,6,0,0,0,1,1,1,1,15224
"1041",9,8,0,0,1,1,1,1,1,81432
"1042",8,8,0,1,1,0,1,1,0,48312
"1043",2,4,0,0,1,1,0,1,0,30088
"1044",5,8,0,1,1,1,0,0,0,30303
"1045",2,4,0,0,0,0,1,1,0,83815
"1046",3,1,0,1,0,1,0,1,1,92656
"1047",2,2,1,0,0,1,1,1,1,18974
"1048",2,3,1,0,0,1,1,0,1,45505
"1049",5,5,0,1,1,0,1,0,0,32570
"1050",2,2,0,0,1,1,1,1,1,2346
"1051",5,8,0,0,1,1,1,1,0,10708
"1052",6,7,1,0,1,1,1,0,1,3033
"1053",3,3,0,0,0,1,1,0,0,83705
"1054",0,1,1,0,0,0,1,1,0,23834
"1055",7,7,0,0,1,1,1,1,1,48651
"1056",10,10,0,1,0,1,1,1,1,19135
"1057",0,0,1,0,1,1,1,0,0,64867
"1058",8,7,1,0,1,0,1,0,0,83716
"1059",0,0,1,0,1,1,0,1,1,32504
"1060",0,1,1,0,0,1,1,0,0,4250
"1061",9,10,0,0,1,1,1,0,0,37087
"1062",0,1,0,0,0,1,1,0,1,76137
"1063",9,9,0,1,1,1,1,0,0,76308
"1064",5,5,0,0,1,0,1,0,0,15068
"1065",10,5,0,1,0,1,1,1,1,98362
"1066",4,4,1,0,0,1,1,1,NA,44446
"1067",7,6,0,1,0,1,1,0,0,30707
"1068",7,9,0,0,0,1,1,1,0,68901
"1069",4,3,0,0,0,0,1,1,1,19803
"1070",4,4,0,1,1,1,1,1,0,32920
"1071",10,10,0,1,1,1,1,1,1,10032
"1072",0,1,1,0,0,1,1,0,1,32570
"1073",4,4,0,1,1,1,1,1,0,19380
"1074",5,5,0,0,0,1,1,1,1,45424
"1075",6,6,0,1,1,0,0,1,0,1754
"1076",6,6,0,0,1,1,0,1,1,95616
"1077",7,7,0,1,1,1,1,1,1,87047
"1078",4,4,0,1,0,1,1,1,1,40511
"1079",6,6,0,0,0,0,1,0,0,73701
"1080",4,4,0,0,0,1,1,1,1,32174
"1081",7,7,0,1,1,1,1,1,1,16510
"1082",7,8,0,1,1,1,1,0,1,62269
"1083",7,7,0,0,0,1,1,1,1,30188
"1084",3,2,0,1,0,1,1,0,0,8853
"1085",8,8,0,1,1,0,1,1,0,45236
"1086",10,10,0,1,1,1,1,1,1,14519
"1087",6,4,0,1,1,1,1,1,1,1267
"1088",1,1,0,0,0,1,1,0,0,98155
"1089",4,6,0,1,1,1,0,1,1,96813
"1090",6,6,0,0,0,0,1,0,0,61801
"1091",10,10,0,1,1,0,1,1,0,98901
"1092",8,7,0,1,1,1,1,1,1,32504
"1093",9,9,0,1,1,1,1,0,0,4106
"1094",3,4,0,1,1,0,1,0,0,85210
"1095",9,9,0,1,0,1,0,1,1,95014
"1096",8,8,0,1,1,1,0,0,0,91711
"1097",9,9,0,1,1,1,0,0,1,31905
"1098",0,0,0,1,1,1,1,0,0,33140
"1099",8,8,0,1,1,1,0,1,0,60626
"1100",10,10,0,1,1,1,1,1,0,46815
"1101",1,2,0,0,1,0,0,0,0,6511
"1102",8,7,0,1,0,1,1,1,1,8505
"1103",4,4,NA,NA,0,0,0,0,0,87001
"1104",5,4,0,1,0,1,1,0,1,91768
"1105",0,0,0,0,1,0,1,1,0,31548
"1106",6,8,0,1,0,1,1,0,1,32656
"1107",5,8,0,0,1,1,0,0,0,77060
"1108",0,0,1,0,0,1,1,1,1,32765
"1109",10,10,0,1,1,1,0,1,0,30236
"1110",5,5,0,0,0,1,0,1,1,7087
"1111",8,8,0,1,1,0,1,1,0,16438
"1112",5,5,NA,NA,1,0,0,1,0,32826
"1113",6,8,0,1,1,1,0,1,0,28025
"1114",5,5,0,0,1,0,0,1,0,27502
"1115",10,10,0,1,1,0,0,0,0,91910
"1116",1,1,0,0,0,1,1,1,1,35201
"1117",0,0,1,0,1,1,1,1,0,78641
"1118",3,3,0,0,1,1,1,1,0,20024
"1119",0,0,0,0,0,1,1,1,1,6066
"1120",0,1,1,0,1,0,1,0,0,8060
"1121",0,0,0,0,0,1,1,1,0,85015
"1122",6,6,0,0,1,1,1,0,0,33169
"1123",10,10,NA,NA,1,0,0,0,0,23669
"1124",4,4,0,0,0,1,1,0,1,11901
"1125",5,5,0,0,1,1,1,0,0,39046
"1126",0,0,0,1,1,1,1,0,1,2893
"1127",4,4,0,1,1,1,1,1,1,19958
"1128",8,8,0,1,0,1,1,1,1,95776
"1129",7,7,0,1,0,1,1,0,1,16105
"1130",7,6,0,1,0,0,0,1,1,78745
"1131",0,0,0,0,1,1,1,0,0,85381
"1132",1,1,1,0,0,1,1,0,1,34481
"1133",5,5,0,0,0,1,1,1,1,52001
"1134",1,2,0,1,0,1,0,0,0,22554
"1135",0,0,1,0,1,1,1,0,1,29073
"1136",4,3,1,0,0,1,1,0,1,46038
"1137",7,7,0,1,1,0,1,1,1,29715
"1138",8,6,0,0,1,1,1,1,0,1721
"1139",5,5,0,1,1,1,1,0,0,13601
"1140",9,9,0,1,0,1,0,0,1,28501
"1141",10,10,0,1,1,0,1,0,NA,44035
"1142",8,8,0,1,1,1,1,1,0,33321
"1143",5,7,0,1,0,1,0,0,1,96792
"1144",9,9,0,0,0,0,1,0,0,85346
"1145",8,9,0,1,1,1,1,1,1,49442
"1146",5,5,0,0,0,1,1,1,0,62966
"1147",1,1,0,0,0,1,1,0,0,85705
"1148",6,6,0,1,0,1,1,1,1,45327
"1149",3,3,0,0,0,1,0,1,1,20111
"1150",6,6,NA,NA,1,0,1,1,0,79414
"1151",3,3,0,0,0,1,0,1,1,2124
